match_id,Unique_id,Match_No,player_id,Team,Against,venue,inning,inning1,A_Avg_Runs,A_Avg_balls_Faced,avg_wick_a,A_Avg_Extras,O_Avg_Runs,O_Avg_balls_Faced,avg_wick_o,O_Avg_Extras,batsman_runs,Total_extras,Total_Wickets
2009_52,2009_52_188,52,188,CSK,KXI,Kingsmead,1,1,1,5,2,2,2,3,2,2,1,7,2
2009_52,2009_52_190,52,190,CSK,KXI,Kingsmead,1,1,15,11,0,0,18.41666667,14.69444444,0,0,15,7,0
2009_52,2009_52_22,52,22,CSK,KXI,Kingsmead,1,1,0.166666667,0.166666667,2,1.166666667,0.303030303,0.424242424,1,1.863636364,1,7,2
2009_52,2009_52_23,52,23,CSK,KXI,Kingsmead,1,1,15,15,0,0,7.066666667,7.066666667,1,1.333333333,17,7,0
2009_52,2009_52_24,52,24,CSK,KXI,Kingsmead,1,1,35.875,21.9375,1,0.3125,28.91719745,20.36305732,1,0.27388535,20,7,2
2009_52,2009_52_3,52,3,CSK,KXI,Kingsmead,1,1,2.923076923,2.923076923,1,1.769230769,2.138888889,2.166666667,2,1.324074074,8,7,2
2009_52,2009_52_4,52,4,CSK,KXI,Kingsmead,1,1,0.4,0.8,2,1.6,0.493150685,0.630136986,2,1.780821918,2,7,0
2009_52,2009_52_88,52,88,KXI,CSK,Kingsmead,2,2,19.57142857,15.57142857,1,0.142857143,21.78632479,16.38461538,1,0.222222222,6,6,0
2009_52,2009_52_94,52,94,KXI,CSK,Kingsmead,2,2,3,3.5,1,1,3.263157895,2.473684211,1,2.210526316,6,6,0
2009_52,2009_52_96,52,96,KXI,CSK,Kingsmead,2,2,20.42857143,14.85714286,2,2,11.16666667,8.931372549,1,1.37254902,14,6,3
2009_52,2009_52_97,52,97,KXI,CSK,Kingsmead,2,2,9.25,6.5,2,1.5,2.576923077,2.423076923,1,1.423076923,7,6,2
2009_52,2009_52_98,52,98,KXI,CSK,Kingsmead,2,2,22.4,16.6,0,0,24.80882353,19.86764706,0,0,7,6,0
2009_53,2009_53_113,53,113,MI,DD,SuperSport Park,1,1,29.4,24.2,0,0,29.92307692,24.26923077,0,0.025641026,46,23,0
2009_53,2009_53_117,53,117,MI,DD,SuperSport Park,1,1,26.75,17.25,1,2.75,25.6,17,1,0.7,0,23,0
2009_53,2009_53_118,53,118,MI,DD,SuperSport Park,1,1,0.2,0.6,1,0.4,1.25,1.305555556,2,1.763888889,0,9,1
2009_53,2009_53_122,53,122,MI,DD,SuperSport Park,1,1,34,24,0,0,29.11428571,23.62857143,1,0,56,23,0
2009_53,2009_53_131,53,131,MI,DD,SuperSport Park,1,1,5.5,3.833333333,2,0.555555556,5.875,4,1,1.161764706,12,23,4
2009_53,2009_53_133,53,133,MI,DD,SuperSport Park,1,1,6.25,10,0,0,13.17647059,10.78431373,1,0.235294118,4,23,0
2009_53,2009_53_138,53,138,MI,DD,SuperSport Park,1,1,7.666666667,10.33333333,0,0,10.22222222,9.444444444,0,0,12,23,0
2009_53,2009_53_204,53,204,DD,MI,SuperSport Park,2,2,1,3.666666667,3,2.666666667,0.137931034,0.448275862,2,2.482758621,0,9,3
2009_53,2009_53_205,53,205,DD,MI,SuperSport Park,2,2,0,0,1,3,0,0,1,2.142857143,0,9,1
2009_53,2009_53_207,53,207,DD,MI,SuperSport Park,2,2,19.57142857,14.14285714,0,0,34.91150442,23.73451327,0,0,15,9,0
2009_53,2009_53_230,53,230,MI,DD,SuperSport Park,1,1,1.416666667,1.833333333,2,2.416666667,0.8,0.872727273,2,2.427272727,0,9,1
2009_53,2009_53_231,53,231,MI,DD,SuperSport Park,1,1,2,9,0,0,2,9,0,0,2,23,0
2009_53,2009_53_232,53,232,MI,DD,SuperSport Park,1,1,0,0,0,0,0,0,0,0,0,9,0
2009_53,2009_53_46,53,46,DD,MI,SuperSport Park,2,2,37.5,23,1,0,26.23076923,16.20192308,1,0.028846154,50,9,0
2009_53,2009_53_47,53,47,DD,MI,SuperSport Park,2,2,18.4,15.6,0,0,29.64102564,19.53846154,0,0,6,9,0
2009_53,2009_53_48,53,48,DD,MI,SuperSport Park,2,2,14.5,11,0,0,23.06,19.42,1,0.14,24,9,0
2009_53,2009_53_52,53,52,DD,MI,SuperSport Park,2,2,3.454545455,3.909090909,1,1.454545455,2.698412698,2.801587302,2,0.904761905,13,9,0
2009_53,2009_53_56,53,56,DD,MI,SuperSport Park,2,2,3.666666667,4.666666667,2,2,3.638297872,2.946808511,1,0.776595745,2,9,1
2009_53,2009_53_58,53,58,DD,MI,SuperSport Park,2,2,20.6,17.6,0,0,28.30136986,22.08219178,0,0,47,9,0
2009_53,2009_53_59,53,59,DD,MI,SuperSport Park,2,2,15.625,11.5,0,0,21.6641791,16.8358209,0,0,0,9,0
2009_53,2009_53_63,53,63,DD,MI,SuperSport Park,2,2,2.4,3.4,2,4,0.631578947,0.894736842,2,2.131578947,0,9,3
2009_53,2009_53_677,53,677,MI,DD,SuperSport Park,1,1,10,8,1,0.666666667,26.22368421,20.48684211,1,0.565789474,9,23,0
2009_54,2009_54_120,54,120,RCB,DC,SuperSport Park,1,1,29.75,21.75,0,0,23.31578947,19.07368421,0,0,114,2,0
2009_54,2009_54_142,54,142,RCB,DC,SuperSport Park,1,1,28.75,22,0,0,26.51219512,22.34146341,0,0,6,2,0
2009_54,2009_54_148,54,148,RCB,DC,SuperSport Park,1,1,23.25,21.875,1,0.5,24.76530612,22.14285714,1,1.275510204,5,2,0
2009_54,2009_54_149,54,149,RCB,DC,SuperSport Park,1,1,30.6,21.7,1,0.4,30.95035461,23.54609929,1,0.120567376,19,2,0
2009_54,2009_54_150,54,150,RCB,DC,SuperSport Park,1,1,0.5,0.75,2,1.625,0.833333333,1.071428571,2,1.476190476,0,13,2
2009_54,2009_54_160,54,160,RCB,DC,SuperSport Park,1,1,4,2.166666667,2,2.5,2.857142857,2.56302521,1,1.974789916,0,13,1
2009_54,2009_54_163,54,163,RCB,DC,SuperSport Park,1,1,7.5,7.25,0,0,18.83333333,14.7037037,0,0.018518519,1,2,0
2009_54,2009_54_193,54,193,DC,RCB,SuperSport Park,2,2,11,7.5,0,0,9.857142857,11.57142857,0,0,16,13,0
2009_54,2009_54_194,54,194,DC,RCB,SuperSport Park,2,2,5.8,5.4,2,3,3.162162162,2.972972973,2,2.351351351,4,13,0
2009_54,2009_54_196,54,196,DC,RCB,SuperSport Park,2,2,0.142857143,0.428571429,2,2,0.634146341,0.865853659,2,2.195121951,0,13,1
2009_54,2009_54_201,54,201,DC,RCB,SuperSport Park,2,2,0,0,0,1,1.142857143,1.571428571,1,1.714285714,0,13,0
2009_54,2009_54_202,54,202,DC,RCB,SuperSport Park,2,2,25,20,0,0,16.9,14,1,0.075,12,13,0
2009_54,2009_54_236,54,236,RCB,DC,SuperSport Park,1,1,9,2.333333333,1,0.333333333,5.066666667,3.533333333,1,0.733333333,0,13,2
2009_54,2009_54_255,54,255,RCB,DC,SuperSport Park,1,1,27.5,19.5,1,3.5,7.571428571,6.619047619,2,1.380952381,23,2,1
2009_54,2009_54_28,54,28,DC,RCB,SuperSport Park,2,2,22.25,16,0,0,25.8625,17.65,1,0,15,13,0
2009_54,2009_54_29,54,29,DC,RCB,SuperSport Park,2,2,0,0.285714286,2,0.571428571,0.177777778,0.444444444,2,1.533333333,0,13,2
2009_54,2009_54_30,54,30,DC,RCB,SuperSport Park,2,2,27.375,21.125,0,0,27.49673203,20.64705882,1,0.150326797,12,13,0
2009_54,2009_54_31,54,31,DC,RCB,SuperSport Park,2,2,25,17.6,1,0.4,27.05555556,20.38888889,1,1.027777778,18,13,1
2009_54,2009_54_32,54,32,DC,RCB,SuperSport Park,2,2,13.4,12.4,0,0,17.28070175,14.24561404,1,0.157894737,8,13,0
2009_54,2009_54_36,54,36,DC,RCB,SuperSport Park,2,2,31.66666667,23.66666667,0,0,24.61111111,21.61111111,0,0,60,13,0
2009_55,2009_55_119,55,119,DD,DC,SuperSport Park,1,1,5.5,3.75,2,2,0.465909091,0.625,2,1.306818182,0,6,1
2009_55,2009_55_193,55,193,DC,DD,SuperSport Park,2,2,16,22.5,0,0,9.857142857,11.57142857,0,0,10,6,0
2009_55,2009_55_194,55,194,DC,DD,SuperSport Park,2,2,0,0,3,2,3.162162162,2.972972973,2,2.351351351,0,6,3
2009_55,2009_55_196,55,196,DC,DD,SuperSport Park,2,2,0.666666667,1.166666667,2,1.5,0.634146341,0.865853659,2,2.195121951,0,6,4
2009_55,2009_55_200,55,200,DC,DD,SuperSport Park,2,2,0,0,2,3.333333333,0.666666667,0.444444444,2,1.777777778,0,6,0
2009_55,2009_55_202,55,202,DC,DD,SuperSport Park,2,2,16.8,13.8,0,0,16.9,14,1,0.075,24,6,0
2009_55,2009_55_204,55,204,DD,DC,SuperSport Park,1,1,0.2,0.4,1,1,0.137931034,0.448275862,2,2.482758621,0,6,0
2009_55,2009_55_207,55,207,DD,DC,SuperSport Park,1,1,37.66666667,23.5,0,0,34.91150442,23.73451327,0,0,0,10,0
2009_55,2009_55_28,55,28,DC,DD,SuperSport Park,2,2,30.42857143,15.28571429,0,0,25.8625,17.65,1,0,85,6,0
2009_55,2009_55_29,55,29,DC,DD,SuperSport Park,2,2,0.125,0.5,2,2.5,0.177777778,0.444444444,2,1.533333333,0,6,0
2009_55,2009_55_30,55,30,DC,DD,SuperSport Park,2,2,26.42857143,18.71428571,0,0.142857143,27.49673203,20.64705882,1,0.150326797,5,6,0
2009_55,2009_55_31,55,31,DC,DD,SuperSport Park,2,2,33.2,20.6,1,0.8,27.05555556,20.38888889,1,1.027777778,24,6,1
2009_55,2009_55_36,55,36,DC,DD,SuperSport Park,2,2,13.25,13.5,0,0,24.61111111,21.61111111,0,0,0,6,0
2009_55,2009_55_46,55,46,DD,DC,SuperSport Park,1,1,28.81818182,15.72727273,0,0.090909091,26.23076923,16.20192308,1,0.028846154,39,10,0
2009_55,2009_55_47,55,47,DD,DC,SuperSport Park,1,1,25.5,22.75,0,0,29.64102564,19.53846154,0,0,26,10,0
2009_55,2009_55_48,55,48,DD,DC,SuperSport Park,1,1,36.2,25.8,0,0,23.06,19.42,1,0.14,65,10,0
2009_55,2009_55_52,55,52,DD,DC,SuperSport Park,1,1,1,2.166666667,2,0.666666667,2.698412698,2.801587302,2,0.904761905,0,10,3
2009_55,2009_55_56,55,56,DD,DC,SuperSport Park,1,1,1,0.75,2,0,3.638297872,2.946808511,1,0.776595745,4,10,0
2009_55,2009_55_58,55,58,DD,DC,SuperSport Park,1,1,21.83333333,17.5,0,0,28.30136986,22.08219178,0,0,0,10,0
2009_55,2009_55_59,55,59,DD,DC,SuperSport Park,1,1,28.2,17.6,0,0,21.6641791,16.8358209,0,0,9,10,0
2009_55,2009_55_63,55,63,DD,DC,SuperSport Park,1,1,0,0.333333333,2,1.666666667,0.631578947,0.894736842,2,2.131578947,0,10,0
2009_56,2009_56_1,56,1,CSK,RCB,New Wanderers Stadium,1,1,28.27777778,19.66666667,0,0,24.8951049,17.72727273,0,0,28,6,0
2009_56,2009_56_12,56,12,CSK,RCB,New Wanderers Stadium,1,1,22.4,19.2,0,0,20.01724138,16.43103448,0,0,36,6,0
2009_56,2009_56_120,56,120,RCB,CSK,New Wanderers Stadium,2,2,24.33333333,21.66666667,0,0,23.31578947,19.07368421,0,0,48,5,0
2009_56,2009_56_142,56,142,RCB,CSK,New Wanderers Stadium,2,2,22.16666667,18.66666667,0,0,26.51219512,22.34146341,0,0,44,5,0
2009_56,2009_56_148,56,148,RCB,CSK,New Wanderers Stadium,2,2,17.57142857,14.85714286,1,1.285714286,24.76530612,22.14285714,1,1.275510204,9,5,1
2009_56,2009_56_149,56,149,RCB,CSK,New Wanderers Stadium,2,2,37.15789474,28.84210526,1,0.105263158,30.95035461,23.54609929,1,0.120567376,24,5,0
2009_56,2009_56_150,56,150,RCB,CSK,New Wanderers Stadium,2,2,0.5,1,2,2.166666667,0.833333333,1.071428571,2,1.476190476,0,5,0
2009_56,2009_56_153,56,153,RCB,CSK,New Wanderers Stadium,2,2,1.888888889,1.111111111,2,1,2.980392157,2.588235294,2,1.107843137,0,5,2
2009_56,2009_56_16,56,16,CSK,RCB,New Wanderers Stadium,1,1,12.77777778,12,0,0,22.16923077,18.15384615,0,0,1,6,0
2009_56,2009_56_160,56,160,RCB,CSK,New Wanderers Stadium,2,2,5.571428571,3.571428571,2,1,2.857142857,2.56302521,1,1.974789916,0,5,1
2009_56,2009_56_163,56,163,RCB,CSK,New Wanderers Stadium,2,2,29.25,24,0,0.25,18.83333333,14.7037037,0,0.018518519,17,5,0
2009_56,2009_56_17,56,17,CSK,RCB,New Wanderers Stadium,1,1,0.8,0.8,2,2,2.25,1.568181818,1,1.522727273,0,5,1
2009_56,2009_56_21,56,21,CSK,RCB,New Wanderers Stadium,1,1,10.58333333,7.5,2,1.083333333,10.82222222,7.411111111,2,1.7,20,6,1
2009_56,2009_56_22,56,22,CSK,RCB,New Wanderers Stadium,1,1,0.666666667,0.333333333,2,1.333333333,0.303030303,0.424242424,1,1.863636364,0,5,1
2009_56,2009_56_23,56,23,CSK,RCB,New Wanderers Stadium,1,1,5.333333333,7.333333333,2,2.333333333,7.066666667,7.066666667,1,1.333333333,9,6,0
2009_56,2009_56_24,56,24,CSK,RCB,New Wanderers Stadium,1,1,27.36842105,20.10526316,1,0.842105263,28.91719745,20.36305732,1,0.27388535,20,6,0
2009_56,2009_56_255,56,255,RCB,CSK,New Wanderers Stadium,2,2,2.5,5.5,1,2.5,7.571428571,6.619047619,2,1.380952381,2,5,1
2009_56,2009_56_4,56,4,CSK,RCB,New Wanderers Stadium,1,1,0,1.2,2,1.6,0.493150685,0.630136986,2,1.780821918,0,5,0
2009_56,2009_56_6,56,6,CSK,RCB,New Wanderers Stadium,1,1,34.66666667,24.66666667,0,0,34.59375,24.1875,0,0,26,6,0
2009_56,2009_56_7,56,7,CSK,RCB,New Wanderers Stadium,1,1,1,1,2,1.285714286,0.49122807,0.50877193,1,0.912280702,0,5,1
2009_57,2009_57_120,57,120,RCB,DC,New Wanderers Stadium,2,2,29.75,21.75,0,0,23.31578947,19.07368421,0,0,4,10,0
2009_57,2009_57_141,57,141,RCB,DC,New Wanderers Stadium,2,2,16.25,14.25,0,0,26.41958042,19.40559441,0,0,17,10,0
2009_57,2009_57_142,57,142,RCB,DC,New Wanderers Stadium,2,2,28.75,22,0,0,26.51219512,22.34146341,0,0,9,10,0
2009_57,2009_57_145,57,145,RCB,DC,New Wanderers Stadium,2,2,10.5,10,0,0,17.13043478,12.95652174,0,0,5,10,0
2009_57,2009_57_148,57,148,RCB,DC,New Wanderers Stadium,2,2,23.25,21.875,1,0.5,24.76530612,22.14285714,1,1.275510204,15,10,0
2009_57,2009_57_149,57,149,RCB,DC,New Wanderers Stadium,2,2,30.6,21.7,1,0.4,30.95035461,23.54609929,1,0.120567376,7,10,0
2009_57,2009_57_150,57,150,RCB,DC,New Wanderers Stadium,2,2,0.5,0.75,2,1.625,0.833333333,1.071428571,2,1.476190476,1,10,4
2009_57,2009_57_153,57,153,RCB,DC,New Wanderers Stadium,2,2,3.8,4.2,3,1.6,2.980392157,2.588235294,2,1.107843137,8,10,2
2009_57,2009_57_160,57,160,RCB,DC,New Wanderers Stadium,2,2,4,2.166666667,2,2.5,2.857142857,2.56302521,1,1.974789916,2,10,0
2009_57,2009_57_163,57,163,RCB,DC,New Wanderers Stadium,2,2,7.5,7.25,0,0,18.83333333,14.7037037,0,0.018518519,27,10,0
2009_57,2009_57_193,57,193,DC,RCB,New Wanderers Stadium,1,1,11,7.5,0,0,9.857142857,11.57142857,0,0,6,8,0
2009_57,2009_57_194,57,194,DC,RCB,New Wanderers Stadium,1,1,5.8,5.4,2,3,3.162162162,2.972972973,2,2.351351351,9,8,1
2009_57,2009_57_196,57,196,DC,RCB,New Wanderers Stadium,1,1,0.142857143,0.428571429,2,2,0.634146341,0.865853659,2,2.195121951,0,10,1
2009_57,2009_57_200,57,200,DC,RCB,New Wanderers Stadium,1,1,0,0,1,1.8,0.666666667,0.444444444,2,1.777777778,0,10,2
2009_57,2009_57_202,57,202,DC,RCB,New Wanderers Stadium,1,1,25,20,0,0,16.9,14,1,0.075,10,8,0
2009_57,2009_57_255,57,255,RCB,DC,New Wanderers Stadium,2,2,27.5,19.5,1,3.5,7.571428571,6.619047619,2,1.380952381,32,10,0
2009_57,2009_57_28,57,28,DC,RCB,New Wanderers Stadium,1,1,22.25,16,0,0,25.8625,17.65,1,0,0,8,0
2009_57,2009_57_29,57,29,DC,RCB,New Wanderers Stadium,1,1,0,0.285714286,2,0.571428571,0.177777778,0.444444444,2,1.533333333,0,10,3
2009_57,2009_57_30,57,30,DC,RCB,New Wanderers Stadium,1,1,27.375,21.125,0,0,27.49673203,20.64705882,1,0.150326797,24,8,0
2009_57,2009_57_31,57,31,DC,RCB,New Wanderers Stadium,1,1,25,17.6,1,0.4,27.05555556,20.38888889,1,1.027777778,33,8,2
2009_57,2009_57_32,57,32,DC,RCB,New Wanderers Stadium,1,1,13.4,12.4,0,0,17.28070175,14.24561404,1,0.157894737,0,8,0
2009_57,2009_57_36,57,36,DC,RCB,New Wanderers Stadium,1,1,31.66666667,23.66666667,0,0,24.61111111,21.61111111,0,0,53,8,0
2009_6,2009_6_101,6,101,KXI,KKR,Kingsmead,1,1,38.33333333,24.33333333,0,0,23.1025641,18.21794872,0,0,31,12,0
2009_6,2009_6_102,6,102,KXI,KKR,Kingsmead,1,1,5.181818182,3.545454545,1,1.636363636,3.992248062,3.372093023,2,0.906976744,3,12,0
2009_6,2009_6_104,6,104,KXI,KKR,Kingsmead,1,1,7.666666667,9.666666667,0,0,13.625,13.8125,0,0.125,0,12,0
2009_6,2009_6_179,6,179,KXI,KKR,Kingsmead,1,1,1,4,0,0,3.666666667,6,0,0,1,12,0
2009_6,2009_6_212,6,212,KKR,KXI,Kingsmead,2,2,0,0,1,1,17.23214286,13.14285714,1,0.767857143,0,4,1
2009_6,2009_6_225,6,225,KXI,KKR,Kingsmead,1,1,0,0,1,0.666666667,0.538461538,0.461538462,1,1.076923077,0,4,1
2009_6,2009_6_226,6,226,KXI,KKR,Kingsmead,1,1,0,0,1,1.5,0,0,2,1.545454545,0,4,0
2009_6,2009_6_306,6,306,KXI,KKR,Kingsmead,1,1,5,5.333333333,1,3.666666667,22.125,18.41666667,1,1.041666667,15,12,0
2009_6,2009_6_66,6,66,KKR,KXI,Kingsmead,2,2,33.16666667,24.16666667,1,0,23.66666667,21.50877193,1,0.192982456,0,4,2
2009_6,2009_6_68,6,68,KKR,KXI,Kingsmead,2,2,0,0,1,1.6,0.342105263,0.605263158,2,1.513157895,0,4,1
2009_6,2009_6_69,6,69,KKR,KXI,Kingsmead,2,2,27,20,1,0.333333333,22.22222222,17.44444444,1,0.253968254,10,4,0
2009_6,2009_6_79,6,79,KKR,KXI,Kingsmead,2,2,40.75,23.25,1,2.75,35.85858586,22.81818182,1,0.727272727,44,4,0
2009_6,2009_6_81,6,81,KKR,KXI,Kingsmead,2,2,0,0,1,1.333333333,2.054545455,1.909090909,1,1.4,0,4,0
2009_6,2009_6_82,6,82,KKR,KXI,Kingsmead,2,2,18.33333333,20.66666667,0,0,26.72815534,19.62135922,0,0,21,4,0
2009_6,2009_6_85,6,85,KKR,KXI,Kingsmead,2,2,0,0.25,1,2.5,0.592105263,0.736842105,1,2.171052632,0,4,1
2009_6,2009_6_86,6,86,KKR,KXI,Kingsmead,2,2,3,3.5,1,1.25,9.418604651,7.813953488,1,0.674418605,0,4,1
2009_6,2009_6_88,6,88,KXI,KKR,Kingsmead,1,1,25.5,17.16666667,0,0,21.78632479,16.38461538,1,0.222222222,38,12,0
2009_6,2009_6_96,6,96,KXI,KKR,Kingsmead,1,1,17.33333333,12.16666667,1,1.666666667,11.16666667,8.931372549,1,1.37254902,32,12,0
2009_6,2009_6_98,6,98,KXI,KKR,Kingsmead,1,1,31,23.33333333,0,0,24.80882353,19.86764706,0,0,26,12,0
2009_7,2009_7_141,7,141,RCB,DC,Newlands,2,2,16.25,14.25,0,0,26.41958042,19.40559441,0,0,12,7,0
2009_7,2009_7_142,7,142,RCB,DC,Newlands,2,2,28.75,22,0,0,26.51219512,22.34146341,0,0,48,7,0
2009_7,2009_7_148,7,148,RCB,DC,Newlands,2,2,23.25,21.875,1,0.5,24.76530612,22.14285714,1,1.275510204,15,7,0
2009_7,2009_7_149,7,149,RCB,DC,Newlands,2,2,30.6,21.7,1,0.4,30.95035461,23.54609929,1,0.120567376,50,7,0
2009_7,2009_7_150,7,150,RCB,DC,Newlands,2,2,0.5,0.75,2,1.625,0.833333333,1.071428571,2,1.476190476,1,7,0
2009_7,2009_7_152,7,152,RCB,DC,Newlands,2,2,0,0.166666667,2,2.333333333,1.844444444,1.722222222,2,1.844444444,0,7,2
2009_7,2009_7_160,7,160,RCB,DC,Newlands,2,2,4,2.166666667,2,2.5,2.857142857,2.56302521,1,1.974789916,14,7,1
2009_7,2009_7_196,7,196,DC,RCB,Newlands,1,1,0.142857143,0.428571429,2,2,0.634146341,0.865853659,2,2.195121951,0,7,2
2009_7,2009_7_199,7,199,DC,RCB,Newlands,1,1,3,2,1,1,0.666666667,0.833333333,1,2.666666667,3,9,1
2009_7,2009_7_200,7,200,DC,RCB,Newlands,1,1,0,0,1,1.8,0.666666667,0.444444444,2,1.777777778,0,7,1
2009_7,2009_7_239,7,239,RCB,DC,Newlands,2,2,1,2,0,0,6.333333333,5.666666667,0,0,1,7,0
2009_7,2009_7_253,7,253,RCB,DC,Newlands,2,2,0,1,1,1,20.82758621,14.89655172,1,0.586206897,0,7,1
2009_7,2009_7_254,7,254,RCB,DC,Newlands,2,2,1,3,0,0,5.660714286,4.696428571,1,0.821428571,1,7,0
2009_7,2009_7_26,7,26,DC,RCB,Newlands,1,1,28.5,26.5,0,0,14.1,13,0,0,5,9,0
2009_7,2009_7_28,7,28,DC,RCB,Newlands,1,1,22.25,16,0,0,25.8625,17.65,1,0,71,9,0
2009_7,2009_7_29,7,29,DC,RCB,Newlands,1,1,0,0.285714286,2,0.571428571,0.177777778,0.444444444,2,1.533333333,0,7,1
2009_7,2009_7_30,7,30,DC,RCB,Newlands,1,1,27.375,21.125,0,0,27.49673203,20.64705882,1,0.150326797,52,9,0
2009_7,2009_7_319,7,319,RCB,DC,Newlands,2,2,20,17,1,1,27.80555556,20.08333333,1,0.361111111,11,7,2
2009_7,2009_7_32,7,32,DC,RCB,Newlands,1,1,13.4,12.4,0,0,17.28070175,14.24561404,1,0.157894737,9,9,0
2009_7,2009_7_36,7,36,DC,RCB,Newlands,1,1,31.66666667,23.66666667,0,0,24.61111111,21.61111111,0,0,13,9,0
2009_7,2009_7_38,7,38,DC,RCB,Newlands,1,1,7.5,5.5,1,0,15,12.16,1,0,8,9,0
2009_7,2009_7_41,7,41,DC,RCB,Newlands,1,1,8,5.5,3,1,10.91666667,10.75,1,0.666666667,14,9,3
2009_8,2009_8_1,8,1,CSK,DD,Kingsmead,2,2,26.85714286,18.28571429,0,0,24.8951049,17.72727273,0,0,5,15,0
2009_8,2009_8_119,8,119,DD,CSK,Kingsmead,1,1,0,0.25,2,2,0.465909091,0.625,2,1.306818182,0,15,1
2009_8,2009_8_12,8,12,CSK,DD,Kingsmead,2,2,14.33333333,13,0,0,20.01724138,16.43103448,0,0,16,15,0
2009_8,2009_8_16,8,16,CSK,DD,Kingsmead,2,2,23.125,18.75,0,0,22.16923077,18.15384615,0,0,7,15,0
2009_8,2009_8_17,8,17,CSK,DD,Kingsmead,2,2,6.333333333,2.333333333,1,1,2.25,1.568181818,1,1.522727273,6,15,1
2009_8,2009_8_19,8,19,CSK,DD,Kingsmead,2,2,1.333333333,1,1,0.666666667,2.25,1.875,1,1.1875,4,15,0
2009_8,2009_8_191,8,191,CSK,DD,Kingsmead,2,2,16,17,0,0,20.66666667,16.66666667,1,0.333333333,16,15,0
2009_8,2009_8_204,8,204,DD,CSK,Kingsmead,1,1,0,0,3,1.75,0.137931034,0.448275862,2,2.482758621,0,15,2
2009_8,2009_8_205,8,205,DD,CSK,Kingsmead,1,1,0,0,0,5,0,0,1,2.142857143,0,15,0
2009_8,2009_8_21,8,21,CSK,DD,Kingsmead,2,2,6.666666667,4.75,1,1.083333333,10.82222222,7.411111111,2,1.7,13,15,1
2009_8,2009_8_210,8,210,DD,CSK,Kingsmead,1,1,0,0,3,2,3.558823529,3.029411765,1,0.705882353,0,15,3
2009_8,2009_8_22,8,22,CSK,DD,Kingsmead,2,2,0.6,1,1,2.2,0.303030303,0.424242424,1,1.863636364,0,15,0
2009_8,2009_8_24,8,24,CSK,DD,Kingsmead,2,2,23.875,18.1875,0,0.25,28.91719745,20.36305732,1,0.27388535,41,15,0
2009_8,2009_8_4,8,4,CSK,DD,Kingsmead,2,2,1,2.2,2,1.8,0.493150685,0.630136986,2,1.780821918,0,15,3
2009_8,2009_8_46,8,46,DD,CSK,Kingsmead,1,1,23.3,14.7,1,0,26.23076923,16.20192308,1,0.028846154,6,1,0
2009_8,2009_8_47,8,47,DD,CSK,Kingsmead,1,1,26.6,16,0,0,29.64102564,19.53846154,0,0,105,1,0
2009_8,2009_8_48,8,48,DD,CSK,Kingsmead,1,1,19.75,16.25,1,0,23.06,19.42,1,0.14,50,1,0
2009_8,2009_8_55,8,55,DD,CSK,Kingsmead,1,1,4.666666667,5.666666667,0,0,20.34567901,16.98765432,1,0.024691358,9,1,0
2009_8,2009_8_58,8,58,DD,CSK,Kingsmead,1,1,40,30.6,0,0,28.30136986,22.08219178,0,0,0,1,0
2009_8,2009_8_59,8,59,DD,CSK,Kingsmead,1,1,25.71428571,19.28571429,0,0,21.6641791,16.8358209,0,0,18,1,0
2009_8,2009_8_6,8,6,CSK,DD,Kingsmead,2,2,45.25,23.25,0,0,34.59375,24.1875,0,0,57,15,0
2009_8,2009_8_63,8,63,DD,CSK,Kingsmead,1,1,0,0.6,2,1.6,0.631578947,0.894736842,2,2.131578947,0,15,3
2009_9,2009_9_165,9,165,RR,KKR,Newlands,1,1,4.25,6.125,1,0.875,3.6,3.781818182,2,1.036363636,2,10,2
2009_9,2009_9_170,9,170,RR,KKR,Newlands,1,1,1.8,1.8,2,1,0.619047619,0.634920635,2,1,0,18,1
2009_9,2009_9_171,9,171,RR,KKR,Newlands,1,1,29.5,17.5,1,1.833333333,20.59574468,13.82269504,1,0.496453901,42,10,0
2009_9,2009_9_177,9,177,RR,KKR,Newlands,1,1,23,20.66666667,0,0.333333333,13.22137405,10.50381679,1,0.633587786,22,10,0
2009_9,2009_9_185,9,185,RR,KKR,Newlands,1,1,13.66666667,16,0,0,25.48275862,22.24137931,0,0,15,10,0
2009_9,2009_9_211,9,211,KKR,RR,Newlands,2,2,0,0,2,2,1.736842105,2.105263158,1,1.842105263,0,18,2
2009_9,2009_9_220,9,220,KKR,RR,Newlands,2,2,13,18.5,0,0,11.75,16.25,0,0,20,18,0
2009_9,2009_9_260,9,260,RR,KKR,Newlands,1,1,11.33333333,10.66666667,0,0,11.41176471,9.823529412,0,0.058823529,21,10,0
2009_9,2009_9_264,9,264,RR,KKR,Newlands,1,1,5,7,0,0,21.95652174,17.60869565,1,0.347826087,5,10,0
2009_9,2009_9_269,9,269,RR,KKR,Newlands,1,1,0,0,3,4,0.333333333,0.555555556,2,2.111111111,0,18,4
2009_9,2009_9_272,9,272,RR,KKR,Newlands,1,1,3.5,2,0,0,14.71428571,13.71428571,0,0,6,10,0
2009_9,2009_9_35,9,35,KKR,RR,Newlands,2,2,2,7,0,0,4.9,5.5,1,0.9,2,18,0
2009_9,2009_9_377,9,377,RR,KKR,Newlands,1,1,27,27,1,1,6.076923077,5.923076923,2,0.923076923,27,10,1
