unique_id,match_id,Match_No,player_id,name,team_id,Against,venue,inning,inning1,A_Avg_Runs,A_Avg_balls_Faced,avg_wick_a,A_Avg_Extras,O_Avg_Runs,O_Avg_balls_Faced,avg_wick_o,O_Avg_Extras,playing_xi_flag,runs_scored_bat_first,wickets_taken_bowl_first,runs_scored_bat_second,wickets_taken_bowl_second
2018_10_141,2018_10,10,141,Robin Uthappa,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,34.1,23.4,0,0,26.41958042,19.40559441,0,0,1,37.89,0,36.2,0
2018_10_153,2018_10,10,153,Vinay Kumar,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,3.5,2,1,1.5,2.980392157,2.588235294,1.225490196,1.107843137,1,5.07,1,3.85,1
2018_10_250,2018_10,10,250,Ishank Jaggi,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,5,7,0,0,10.85714286,13.57142857,0,0,1,6.42,0,4.91,0
2018_10_343,2018_10,10,343,Chris Lynn,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,6,2,0,0,32,19.75,0,0,1,7.94,0,6.31,0
2018_10_430,2018_10,10,430,Andre Russell,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,7.333333333,6,1.333333333,0.666666667,16.88235294,9.558823529,1.058823529,1.352941176,1,9.41,1,7.92,1
2018_10_437,2018_10,10,437,Sunil Narine,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0.818181818,1.454545455,0.636363636,0.818181818,3.304878049,2.109756098,1.329268293,1.048780488,1,2.31,1,1.47,1
2018_10_449,2018_10,10,449,Apoorv Wankhade,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,13,6,0,0,28.91719745,20.03030303,0,0,0,15.29,0,13.6,0
2018_10_512,2018_10,10,512,Kuldeep Yadav,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,0,1.75,1.5,1.333333333,1.466666667,1.266666667,1.2,1,1.43,2,0.66,2
2018_10_551,2018_10,10,551,Nitish Rana,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,27,23.5,0,0,27.3125,20.875,0,0,1,30.5,0,28.8,0
2018_10_613,2018_10,10,613,Rinku Singh,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,1,1,2,1,5,4,1.222222222,1.615384615,0,2.46,2,1.67,2
2018_10_654,2018_10,10,654,Javon Searless,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,1.333333333,0,0,0.369979449,2.333333333,1.346666667,0.98019802,1.1,0,2.84,0,2.06,0
2018_10_655,2018_10,10,655,Mitchell Johnson,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,0,1,0.5,3.145833333,3.041666667,1.291666667,2.020833333,1,1.27,1,0.71,1
2018_10_656,2018_10,10,656,Cameron Delport,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,3,0.5,0,1.736842105,2.105263158,0.875,0.685185185,0,1.47,0,0.74,0
2018_10_657,2018_10,10,657,Shivam Ravi,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,1,0.5,1.5,0,5,2.166666667,1,1.1,0,2.55,1,1.81,1
2018_10_658,2018_10,10,658,Kamlesh Nagarkoti,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,9.559896928,5.514547854,0.779318356,0.684143519,12,1.6,1.1,0.5,1,12.24,0,10.58,0
2018_10_659,2018_10,10,659,Shubham Gill,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,0,1.454545455,1,1,0.666666667,0.589285714,1.076923077,1.4,0,1.49,1,0.8,1
2018_10_661,2018_10,10,661,Mitchell Starc,KKR,SRH,"Eden Garden Stadium, Kolkata, West Bengal",1,2,3.666666667,4.666666667,1,2,3.692307692,3.576923077,1.5,2.615384615,0,5.35,1,4.37,1
2018_10_57,2018_10,10,57,Shikhar Dhawan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,26.27272727,22.45454545,0,0,28.264,22.592,0.032,0.056,1,27.77,0,29.44,0
2018_10_71,2018_10,10,71,Siddarth Kaul,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,1,0,0.428571429,0.619047619,1.095238095,1.523809524,0,0.5,1,1.12,1
2018_10_84,2018_10,10,84,Wriddhiman Saha,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,32.2,22,0,0,19.96153846,14.8974359,0,0,1,34.16,0,35.82,0
2018_10_120,2018_10,10,120,Manish Pandey,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,3,0,0,23.31578947,19.07368421,0,0,1,0.32,0,1.34,0
2018_10_157,2018_10,10,157,Shreevats Goswami,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,25.5,28,0,0,15.0625,15.625,0,0,0,27.04,0,28.71,0
2018_10_171,2018_10,10,171,Yusuf Pathan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,29.5,17.5,0.666666667,1.833333333,20.59574468,13.82269504,0.319148936,0.496453901,0,31.42,0,33.09,0
2018_10_207,2018_10,10,207,David Warner,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,38.1,24.6,0,0,34.91150442,23.73451327,0,0,0,40.58,0,42.25,0
2018_10_305,2018_10,10,305,Bipul Sharma,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,6.333333333,3.833333333,0.333333333,0.666666667,6.5,4.214285714,0.75,0.857142857,0,6.75,0,8.16,0
2018_10_359,2018_10,10,359,Shakib Al Hasan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,12,9,2,1,11.58139535,8.604651163,1.11627907,1.186046512,1,12.56,2,14.23,2
2018_10_479,2018_10,10,479,Sandeep Sharma,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0.375,0.625,1.125,1.375,0.464285714,0.589285714,1.357142857,1.428571429,1,1.05,1,1.8,1
2018_10_500,2018_10,10,500,Sachin Baby,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,16,6,0,0,10.81818182,8,0.272727273,0,0,16.75,0,18.42,0
2018_10_529,2018_10,10,529,Deepak Hooda,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,10.5,8.25,0.5,0,11.21212121,7.818181818,0.181818182,0.363636364,1,11.07,0,12.74,0
2018_10_531,2018_10,10,531,Ricky Bhui,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,29.14285714,19,0,0,25.36363636,16.734375,0.191082803,0.120567376,0,31.1,0,32.77,0
2018_10_564,2018_10,10,564,Kane Williamson,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,23.66666667,19,0,0,27.4,20.46666667,0,0,1,25.19,0,26.86,0
2018_10_567,2018_10,10,567,Carlos Brathwaite,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,20,7,1.5,4.5,12,5,1,1.3,1,21.58,1,23.25,1
2018_10_600,2018_10,10,600,Basil Thampi,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,2,0,2.333333333,2.166666667,1.25,1.166666667,1,0.69,2,1.3,2
2018_10_614,2018_10,10,614,T Natarajan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,7.333333333,2,2,1,0,0,0.333333333,1.166666667,0,7.88,2,9.26,2
2018_10_622,2018_10,10,622,Billy Stanlake,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,1.333333333,1,3,1.666666667,0,0,1,1,0,2.05,3,2.98,3
2018_10_632,2018_10,10,632,Chris Jordan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,1,1,2,0,0.111111111,1.222222222,2.111111111,0,0.8,1,1.48,1
2018_10_633,2018_10,10,633,Mohammad Nabi,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,1.75,0,0.1,0.666666667,1,0.666666667,0.333333333,0,0.72,0,1.48,0
2018_10_634,2018_10,10,634,Rashid Khan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,0,0,0.666666667,1.666666667,0.785714286,0.571428571,1.285714286,1.142857143,1,0.78,1,1.51,1
2018_10_635,2018_10,10,635,Tanmay Agarwal,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,17.75,14.5,0,0,11.21212121,8.01369863,0.208333333,0,0,18.95,0,20.62,0
2018_10_691,2018_10,10,691,Bhuvneshwar Kumar,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,1.7,1,1.5,0.7,1.764044944,1.719101124,1.303370787,1.786516854,1,2.43,1,3.16,1
2018_10_692,2018_10,10,692,Mehdi Hasan,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,29,22,0,0,32,22.592,0,0,0,31.02,0,32.69,0
2018_10_693,2018_10,10,693,K Khaleel Ahmed,SRH,KKR,"Eden Garden Stadium, Kolkata, West Bengal",2,1,7.666666667,3.833333333,1.333333333,2,0.5625,0,1.25,3.833333333,0,8.41,1,9.53,1
2018_11_12,2018_11,11,12,Parthiv Patel,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,23.75,19.25,0,0,20.01724138,16.43103448,0,0,1,26.7,0,25.01,0
2018_11_47,2018_11,11,47,AB De Villiers,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,41,34.5,0,0,29.64102564,19.53846154,0,0,1,45.63,0,43.94,0
2018_11_82,2018_11,11,82,Brendon McCullum,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,5,5.75,0,0,26.72815534,19.62135922,0,0,1,6.65,0,5.04,0
2018_11_149,2018_11,11,149,Virat Kohli,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,20,17.8,0.066666667,0.2,30.95035461,23.54609929,0.035460993,0.120567376,1,22.78,0,21.09,0
2018_11_208,2018_11,11,208,Umesh Yadav,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,0,0,1.2,1.8,1.010752688,0.967741935,1.150537634,2,1,1.28,1,0.57,1
2018_11_337,2018_11,11,337,Tim Southee,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,4,3,1,2,1.862068966,1.172413793,0.862068966,1.620689655,1,5.72,1,4.53,1
2018_11_373,2018_11,11,373,Mandeep Singh,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,10.75,9.5,0,0,19.17241379,15.44827586,0,0,0,12.85,0,11.16,0
2018_11_433,2018_11,11,433,Pawan Negi,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,0,0,2,1.5,9.051282051,6.769230769,0.871794872,0.717948718,0,1.43,2,0.54,2
2018_11_478,2018_11,11,478,Manan Vohra,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,14,13,0,0,23.34146341,17.29268293,0,0,0,16.49,0,14.8,0
2018_11_480,2018_11,11,480,Aniket Choudhary,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,4.803228563,2.5,0.916666667,4,5,4,1,1.4,0,6.75,1,5.27,1
2018_11_484,2018_11,11,484,Nathan Coulter-Nile,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,3,1,0.5,1,2.08,2,1.56,1.72,0,4.47,0,3.57,1
2018_11_502,2018_11,11,502,Quinton de Kock,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,42,31,0,0,27.92307692,20.42307692,0,0,0,46.54,0,44.85,0
2018_11_559,2018_11,11,559,Sarfaraz Khan,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,23,10.5,0,0,16.09090909,9.090909091,0,0,1,26.14,0,24.45,0
2018_11_590,2018_11,11,590,Murugan Ashwin,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,0,0,1.5,1.5,0,0.1,0.7,1.1,0,1.49,1,0.7,1
2018_11_596,2018_11,11,596,Navdeep Saini,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,30.4,25.4,0,0.221609123,27.49673203,21.67391304,0.032,0,0,34.09,0,32.4,0
2018_11_606,2018_11,11,606,Chris Woakes,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,4,4,1,2,3.538461538,3.615384615,1.384615385,1.615384615,1,5.72,1,4.6,1
2018_11_610,2018_11,11,610,Colin de Grandhomme,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,1,1,0,0.643462485,10.5,7.416666667,0.333333333,0.583333333,0,2.54,0,1.59,0
2018_11_618,2018_11,11,618,Kulwant Khejroliya,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,16,11,1.333333333,1.25,2.698412698,2.166666667,0.5,0.375,0,18.73,1,17.04,1
2018_11_631,2018_11,11,631,Washington Sunder,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,3,0,1,1,0.9,0.9,0.9,0.6,1,4.63,1,3.61,1
2018_11_679,2018_11,11,679,Pavan Deshpande,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,2.5,0,1.5,2.5,3.8,1,1.142857143,2,0,4.27,1,3.31,1
2018_11_680,2018_11,11,680,Anirudh Joshi,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,23.33333333,15.5,0,0,24.62068966,15.29166667,0,0.727272727,0,26.6,0,24.91,0
2018_11_681,2018_11,11,681,Mohammed Siraj,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,0,0,1,1,0,0,1.666666667,0.833333333,1,1.47,1,0.85,1
2018_11_682,2018_11,11,682,Yuzvendra Chahal,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,0,0,1.5,0,0.277777778,0.518518519,1.314814815,1.240740741,1,1.32,1,0.77,1
2018_11_683,2018_11,11,683,Moeen Ali,RCB,RR,"M.Chinnaswamy Stadium Bengaluru, Karnataka",1,2,19,14.5,0.75,0.333333333,8.833333333,4.214285714,1.031007752,2,0,21.92,0,20.23,1
2018_11_118,2018_11,11,118,Dhawal Kulkarni,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,3,1.5,1.75,0.5,1.25,1.305555556,1.125,1.763888889,1,3.39,2,4.34,1
2018_11_122,2018_11,11,122,Ajinkya Rahane,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,42.5,30.75,0,0,29.11428571,23.62857143,0.00952381,0,1,45.08,0,46.74,0
2018_11_211,2018_11,11,211,Anureet Singh,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,0,0.666666667,0.666666667,1.333333333,1.736842105,2.105263158,1,1.842105263,0,0.52,1,1.22,1
2018_11_321,2018_11,11,321,Steven Smith,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,25.33333333,19.66666667,0,0,27.46774194,20.4516129,0,0,0,26.87,0,28.54,0
2018_11_340,2018_11,11,340,Ankit Sharma,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,0,0,0,0,4.35,3.3,0.6,0.85,0,0.53,0,1.26,0
2018_11_361,2018_11,11,361,Jaydev Unadkat,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,1,2,1.5,1.5,0.108695652,0.260869565,1.304347826,0.739130435,1,1.6,1,2.53,1
2018_11_411,2018_11,11,411,Stuart Binny,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,10,7.75,0.5,0.125,10.36986301,8.01369863,0.369863014,0.260273973,0,10.42,0,12.09,0
2018_11_439,2018_11,11,439,Sanju Samson,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,9.75,9.75,0,0,23,18.11290323,0,0,1,10.14,0,11.81,0
2018_11_467,2018_11,11,467,Ben Laughlin,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,0,2.285714286,1,1,2,4.5,0.5,2,0,0.46,1,1.16,1
2018_11_521,2018_11,11,521,Shreyas Gopal,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,2,4.175350617,1.25,1,2.333333333,4.5,1.166666667,0.333333333,0,2.46,1,3.5,1
2018_11_571,2018_11,11,571,Mahipal Lomror,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,18.28810462,14.26358299,0.313823361,0.280046074,24.5,17.8,0.307,0,1,19.43,0,21.1,0
2018_11_581,2018_11,11,581,Jos Buttler,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,23,12.25,0,0,21.95833333,14.625,0,0,1,24.4,0,26.07,0
2018_11_617,2018_11,11,617,Krishnappa Gowtham,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,13.68417375,10.05448434,0.582246921,0.745859035,16.3,8.8,0.74,0.5,1,14.7,0,16.37,0
2018_11_625,2018_11,11,625,Ben Stokes,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,2,3,3,3,26.33333333,18.25,1.166666667,1.833333333,1,2.53,3,3.73,3
2018_11_630,2018_11,11,630,Rahul Tripathi,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,34,25,0,0,27.92857143,18.64285714,0,0,1,36.42,0,38.09,0
2018_11_684,2018_11,11,684,Dushmantha Chameera,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,0,0,0.5,2.5,2.138888889,1,1.033898305,1.142857143,0,0.81,0,1.63,0
2018_11_685,2018_11,11,685,Jatin Saxena,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,2,2,1.25,4.5,1.333333333,1.719101124,1,2.020833333,0,2.69,1,3.81,1
2018_11_686,2018_11,11,686,Aryaman Birla,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,1.333333333,0.25,0,0.5,1.493333333,0,2,1.72,0,2.21,0,2.8,0
2018_11_687,2018_11,11,687,S Midhun,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,2.833333333,2.579963604,1.25,0.666666667,3.538461538,1.259259259,1.25,0.333333333,0,3.64,1,4.64,1
2018_11_688,2018_11,11,688,Prashan Chopra,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,4,2.285714286,1,1,5,1.172413793,1.25,0.739130435,0,4.85,1,5.93,1
2018_11_689,2018_11,11,689,Jofra Archer,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,13.71331978,8.912651121,0.728083642,1.002552363,21.66,6.18,1.219,0.5,1,15.2,0,16.87,0
2018_11_690,2018_11,11,690,D Arcy Short,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,30.7,21,-0.871910151,-2.14646619,35,18,0,0,1,33.04,0,34.71,0
2018_11_696,2018_11,11,696,Zahir Khan,RR,RCB,"M.Chinnaswamy Stadium Bengaluru, Karnataka",2,1,2,2,0,1.5,0.531914894,0,1.219,1.240740741,0,2.81,0,3.68,0
2018_12_1,2018_12,12,1,Mahendra Singh Dhoni,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,23.33333333,15,0,0,24.8951049,17.72727273,0,0,1,26.24,0,24.55,0
2018_12_24,2018_12,12,24,Suresh Raina,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,27.25,18,0,0,28.91719745,20.36305732,0.191082803,0.27388535,1,30.44,0,28.75,0
2018_12_114,2018_12,12,114,Dwayne Bravo,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,29,25.75,1.25,1,12.01904762,9.228571429,1.304761905,1.495238095,1,32.5,1,30.81,1
2018_12_131,2018_12,12,131,Harbhajan Singh,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,6.5,3.888888889,1,1.5,5.875,4,1,1.161764706,1,8.27,1,6.81,1
2018_12_175,2018_12,12,175,Shane Watson,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,1.5,3.5,1.25,1,25.85148515,18.16831683,0.98019802,1.584158416,1,2.88,1,1.81,1
2018_12_177,2018_12,12,177,Ravindra Jadeja,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,8.75,8.5,1.25,2,13.22137405,10.50381679,0.679389313,0.633587786,1,10.81,1,9.11,1
2018_12_189,2018_12,12,189,Murali Vijay,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,29.4,24,0,0,25.36363636,20.03030303,0,0.01010101,1,32.83,0,31.14,0
2018_12_249,2018_12,12,249,Kedar Jadhav,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,3.5,5,0,0,15.66666667,11.29824561,0,0,1,5.15,0,3.82,0
2018_12_254,2018_12,12,254,Karn Sharma,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,19,6,1,0,5.660714286,4.696428571,0.964285714,0.821428571,0,21.35,1,19.65,1
2018_12_309,2018_12,12,309,Ambati Rayudu,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,21.23076923,15.69230769,0,0,23.00952381,17.8952381,0,0,0,24.04,0,22.35,0
2018_12_333,2018_12,12,333,Faf du Plessis,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,34,21.75,0,0,28.15217391,21.67391304,0,0,0,37.65,0,35.96,0
2018_12_412,2018_12,12,412,Deepak Chahar,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0,0,0,4,2.8,1.2,0.2,1.4,0,1.69,0,0.63,0
2018_12_507,2018_12,12,507,Imran Tahir,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0,0,2,0,0.5625,0.78125,1.5625,1.25,0,1.23,2,0.71,2
2018_12_518,2018_12,12,518,Shardul Thakur,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0,0,3,2,0.538461538,0.692307692,1.076923077,1.615384615,1,1.42,3,0.66,3
2018_12_570,2018_12,12,570,Sam Billings,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,20.33333333,16,0,0,22.6,16.2,0,0,1,23.3,0,21.61,0
2018_12_637,2018_12,12,637,N Jagadeesan,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,5,5.5,0.5,0.058823529,21.54385965,12.66666667,0.181818182,0,0,7.06,0,5.67,0
2018_12_638,2018_12,12,638,Mitchell Santner,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0.5,0.333333333,2,1.777777778,3.304878049,3.041666667,1.222222222,1.615384615,0,1.93,2,1.17,2
2018_12_639,2018_12,12,639,KM Asif,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0.75,0,1,1,1.483870968,1.346666667,1.057142857,1,0,2.2,1,1.44,1
2018_12_640,2018_12,12,640,Lungisani Ngidi,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,5.016882996,4.125679985,1.054547453,0.47012515,0.66,1.3,1.13,0.5,1,6.78,1,5.63,1
2018_12_641,2018_12,12,641,Kanishk Seth,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,0.5,0,0.222222222,0.5,1.483870968,0.2,1.058823529,0.5,0,2.02,0,1.28,0
2018_12_642,2018_12,12,642,Dhruv Shore,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,1.916666667,2.75,0,0,12,7,0.27027027,1.4,0,3.53,0,2.67,0
2018_12_643,2018_12,12,643,Mark Wood,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,2.6,2,0.6,2.1,5,1.387096774,1.666666667,1.166666667,0,4.46,0,3.46,0
2018_12_644,2018_12,12,644,Kshitiz Sharma,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,5,6.181818182,0.75,1,16.3,8.8,0.964285714,2.272727273,0,6.96,0,5.84,1
2018_12_645,2018_12,12,645,Monu Kumar,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,5.333333333,8,0,1,16.95833333,11.84,0.333333333,1.04,0,7.31,0,5.94,0
2018_12_646,2018_12,12,646,Chaitanya Bishnoi,CSK,KXI,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",1,2,4,2.285714286,1,0.5,2,1.719101124,0.9,1.555555556,0,5.6,1,4.66,1
2018_12_3,2018_12,12,3,Ravichandran Ashwin,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,3,2,2,2,2.138888889,2.166666667,1.018518519,1.324074074,1,3.27,2,4.46,2
2018_12_55,2018_12,12,55,Manoj Tiwary,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,4.666666667,5.666666667,0,0,20.34567901,16.98765432,0.012345679,0.024691358,0,4.62,0,6.13,0
2018_12_79,2018_12,12,79,Chris Gayle,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,7,4,1,10,35.85858586,22.81818182,0.191919192,0.727272727,1,8.09,1,9.76,1
2018_12_88,2018_12,12,88,Yuvraj Singh,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,19.57142857,15.57142857,0.142857143,0.142857143,21.78632479,16.38461538,0.333333333,0.222222222,1,20.58,0,22.25,0
2018_12_322,2018_12,12,322,Aaron Finch,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,41,25,0,0,25.046875,18.375,0.015625,0.015625,1,43.53,0,45.2,0
2018_12_378,2018_12,12,378,David Miller,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,31.85714286,21.42857143,0,0,24.421875,16.734375,0,0,1,33.91,0,35.58,0
2018_12_402,2018_12,12,402,Mayank Agarwal,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,24,18.8,0,0,16.95833333,13.27083333,0,0,1,25.45,0,27.12,0
2018_12_458,2018_12,12,458,Karun Nair,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,6.333333333,7.666666667,0,0,23.16,17.82,0,0,0,6.57,0,8.16,0
2018_12_469,2018_12,12,469,Mohit Sharma,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,4,4,2,1,1.493333333,1.346666667,1.213333333,0.6,1,4.59,2,5.72,2
2018_12_471,2018_12,12,471,Ankit Rajput,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,1,3,0.666666667,2.2,0.545454545,1.181818182,0.727272727,2.272727273,0,1.65,1,2.47,1
2018_12_485,2018_12,12,485,Axar Patel,KXI,CSK,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",2,1,8.6,8.4,0.8,3,10.27118644,7.966101695,1.033898305,1.203389831,1,9.13,1,10.8,1
